Date,Canton,Value
2020-09-17,Basel Stadt,27.21
2020-09-17,Zürich,61.08
2020-09-17,Valais/Wallis,45.94
2020-09-17,Graubünden/Grison,23.69
2020-09-17,Ticino,15.00
2020-09-17,Fribourg/Freiburg,135.23
2020-09-17,St. Gallen,42.35
2020-09-17,Zug,38.63
2020-09-17,Genève,126.53
2020-09-17,Basel Land,19.78
2020-09-17,Aargau,41.58
2020-09-17,Solothurn,23.79
2020-09-17,Appenzell Ausserrhoden,39.83
2020-09-17,Jura,28.60
2020-09-17,Vaud,230.00
2020-09-17,Luzern,19.04
2020-09-17,Glarus,9.90
2020-09-17,Schaffhausen,18.29
2020-09-17,Bern,39.23
2020-09-17,Uri,5.49
2020-09-17,Thurgau,31.47
2020-09-17,Nidwalden,6.94
2020-09-17,Appenzell Innerrhoden,37.16
2020-09-17,Liechtenstein,12.90
2020-09-17,Obwalden,7.93
2020-09-17,Neuchâtel,65.03
2020-09-17,Schwyz,31.41
2020-09-18,Solothurn,25.99
2020-09-18,Schwyz,30.16
2020-09-18,Graubünden/Grison,25.20
2020-09-18,Ticino,14.72
2020-09-18,Appenzell Innerrhoden,37.16
2020-09-18,Appenzell Ausserrhoden,41.64
2020-09-18,Bern,41.64
2020-09-18,Thurgau,34.72
2020-09-18,Jura,29.96
2020-09-18,Neuchâtel,66.72
2020-09-18,Glarus,14.85
2020-09-18,Schaffhausen,18.29
2020-09-18,Basel Land,19.78
2020-09-18,Liechtenstein,12.90
2020-09-18,Vaud,227.37
2020-09-18,Luzern,20.51
2020-09-18,Zürich,60.09
2020-09-18,Fribourg/Freiburg,132.72
2020-09-18,Basel Stadt,28.75
2020-09-18,Uri,5.49
2020-09-18,Zug,33.90
2020-09-18,Nidwalden,6.94
2020-09-18,Aargau,41.73
2020-09-18,St. Gallen,44.32
2020-09-18,Genève,130.14
2020-09-18,Obwalden,7.93
2020-09-18,Valais/Wallis,45.65
2020-09-19,Zürich,57.79
2020-09-19,Thurgau,35.08
2020-09-19,Solothurn,25.99
2020-09-19,Valais/Wallis,44.77
2020-09-19,Liechtenstein,15.48
2020-09-19,Nidwalden,4.63
2020-09-19,Basel Stadt,27.73
2020-09-19,Zug,33.90
2020-09-19,St. Gallen,44.51
2020-09-19,Graubünden/Grison,21.17
2020-09-19,Uri,5.49
2020-09-19,Aargau,40.56
2020-09-19,Vaud,225.12
2020-09-19,Basel Land,19.44
2020-09-19,Bern,43.58
2020-09-19,Jura,29.96
2020-09-19,Neuchâtel,70.12
2020-09-19,Glarus,14.85
2020-09-19,Fribourg/Freiburg,137.74
2020-09-19,Appenzell Ausserrhoden,41.64
2020-09-19,Schaffhausen,18.29
2020-09-19,Schwyz,27.64
2020-09-19,Obwalden,7.93
2020-09-19,Luzern,21.49
2020-09-19,Appenzell Innerrhoden,37.16
2020-09-19,Ticino,14.72
2020-09-19,Genève,133.34
2020-09-20,St. Gallen,44.51
2020-09-20,Uri,5.49
2020-09-20,Basel Stadt,26.70
2020-09-20,Glarus,14.85
2020-09-20,Thurgau,35.08
2020-09-20,Liechtenstein,15.48
2020-09-20,Vaud,225.62
2020-09-20,Luzern,21.97
2020-09-20,Ticino,14.72
2020-09-20,Jura,32.69
2020-09-20,Fribourg/Freiburg,125.82
2020-09-20,Bern,46.18
2020-09-20,Basel Land,18.05
2020-09-20,Appenzell Ausserrhoden,41.64
2020-09-20,Appenzell Innerrhoden,37.16
2020-09-20,Obwalden,7.93
2020-09-20,Genève,134.14
2020-09-20,Zug,33.90
2020-09-20,Zürich,58.58
2020-09-20,Schaffhausen,18.29
2020-09-20,Nidwalden,6.94
2020-09-20,Graubünden/Grison,21.17
2020-09-20,Valais/Wallis,45.94
2020-09-20,Aargau,41.87
2020-09-20,Solothurn,25.99
2020-09-20,Neuchâtel,67.85
2020-09-20,Schwyz,27.64
2020-09-21,Valais/Wallis,47.97
2020-09-21,Luzern,23.20
2020-09-21,Glarus,14.85
2020-09-21,St. Gallen,44.71
2020-09-21,Zug,30.75
2020-09-21,Zürich,58.45
2020-09-21,Obwalden,18.50
2020-09-21,Thurgau,34.72
2020-09-21,Aargau,41.14
2020-09-21,Genève,135.34
2020-09-21,Basel Stadt,23.62
2020-09-21,Liechtenstein,18.06
2020-09-21,Appenzell Innerrhoden,49.55
2020-09-21,Ticino,16.13
2020-09-21,Fribourg/Freiburg,120.48
2020-09-21,Schwyz,27.02
2020-09-21,Uri,5.49
2020-09-21,Basel Land,18.74
2020-09-21,Appenzell Ausserrhoden,39.83
2020-09-21,Bern,48.12
2020-09-21,Graubünden/Grison,21.17
2020-09-21,Nidwalden,6.94
2020-09-21,Schaffhausen,20.73
2020-09-21,Jura,31.33
2020-09-21,Solothurn,28.92
2020-09-21,Neuchâtel,65.03
2020-09-21,Vaud,221.74
2020-09-22,Schwyz,25.13
2020-09-22,Glarus,19.80
2020-09-22,Liechtenstein,20.65
2020-09-22,St. Gallen,45.30
2020-09-22,Zürich,55.10
2020-09-22,Fribourg/Freiburg,122.99
2020-09-22,Appenzell Innerrhoden,49.55
2020-09-22,Appenzell Ausserrhoden,39.83
2020-09-22,Uri,8.23
2020-09-22,Nidwalden,9.25
2020-09-22,Obwalden,23.78
2020-09-22,Genève,140.55
2020-09-22,Neuchâtel,66.16
2020-09-22,Solothurn,29.65
2020-09-22,Thurgau,30.74
2020-09-22,Schaffhausen,17.08
2020-09-22,Vaud,224.11
2020-09-22,Jura,31.33
2020-09-22,Basel Land,16.66
2020-09-22,Valais/Wallis,49.43
2020-09-22,Ticino,15.85
2020-09-22,Luzern,23.20
2020-09-22,Aargau,41.29
2020-09-22,Bern,48.89
2020-09-22,Basel Stadt,21.56
2020-09-22,Zug,26.02
2020-09-22,Graubünden/Grison,19.66
2020-09-23,Bern,49.95
2020-09-23,Liechtenstein,20.65
2020-09-23,Fribourg/Freiburg,110.13
2020-09-23,Zürich,55.03
2020-09-23,Ticino,16.98
2020-09-23,Genève,141.95
2020-09-23,Aargau,40.70
2020-09-23,Appenzell Innerrhoden,68.13
2020-09-23,Obwalden,26.43
2020-09-23,Vaud,221.11
2020-09-23,Jura,31.33
2020-09-23,Zug,29.17
2020-09-23,Appenzell Ausserrhoden,39.83
2020-09-23,Basel Land,15.96
2020-09-23,Solothurn,30.75
2020-09-23,Valais/Wallis,52.91
2020-09-23,Schaffhausen,14.64
2020-09-23,Thurgau,30.74
2020-09-23,Uri,8.23
2020-09-23,Basel Stadt,19.51
2020-09-23,Luzern,23.20
2020-09-23,Schwyz,27.64
2020-09-23,Graubünden/Grison,18.65
2020-09-23,Nidwalden,9.25
2020-09-23,Neuchâtel,65.03
2020-09-23,St. Gallen,43.33
2020-09-23,Glarus,24.75
2020-09-24,Appenzell Ausserrhoden,39.83
2020-09-24,Schwyz,28.90
2020-09-24,Liechtenstein,18.06
2020-09-24,Valais/Wallis,53.50
2020-09-24,Basel Stadt,18.48
2020-09-24,Glarus,24.75
2020-09-24,Solothurn,34.41
2020-09-24,Uri,8.23
2020-09-24,Appenzell Innerrhoden,61.94
2020-09-24,Obwalden,29.07
2020-09-24,Zug,28.38
2020-09-24,Neuchâtel,65.03
2020-09-24,Zürich,53.39
2020-09-24,Basel Land,14.23
2020-09-24,Aargau,37.79
2020-09-24,Vaud,208.85
2020-09-24,Fribourg/Freiburg,99.46
2020-09-24,Schaffhausen,14.64
2020-09-24,Genève,140.15
2020-09-24,Bern,52.75
2020-09-24,Ticino,16.41
2020-09-24,St. Gallen,42.74
2020-09-24,Nidwalden,11.57
2020-09-24,Luzern,21.24
2020-09-24,Jura,31.33
2020-09-24,Graubünden/Grison,18.15
2020-09-24,Thurgau,27.49
2020-09-25,Luzern,21.49
2020-09-25,Ticino,16.13
2020-09-25,Bern,52.95
2020-09-25,Appenzell Innerrhoden,61.94
2020-09-25,Graubünden/Grison,15.63
2020-09-25,Appenzell Ausserrhoden,47.07
2020-09-25,Nidwalden,11.57
2020-09-25,Basel Land,13.54
2020-09-25,Jura,31.33
2020-09-25,Aargau,37.50
2020-09-25,Uri,8.23
2020-09-25,Thurgau,26.40
2020-09-25,Basel Stadt,19.00
2020-09-25,Valais/Wallis,52.62
2020-09-25,Obwalden,29.07
2020-09-25,Zug,29.17
2020-09-25,Schaffhausen,13.42
2020-09-25,Solothurn,37.34
2020-09-25,Glarus,24.75
2020-09-25,Zürich,51.94
2020-09-25,Schwyz,25.76
2020-09-25,Liechtenstein,20.65
2020-09-25,Genève,139.75
2020-09-25,Vaud,197.09
2020-09-25,Fribourg/Freiburg,98.52
2020-09-25,Neuchâtel,58.24
2020-09-25,St. Gallen,41.56
2020-09-26,Zürich,51.94
2020-09-26,Graubünden/Grison,13.11
2020-09-26,Schaffhausen,13.42
2020-09-26,Valais/Wallis,51.17
2020-09-26,Aargau,35.01
2020-09-26,Neuchâtel,61.07
2020-09-26,Solothurn,37.34
2020-09-26,Obwalden,29.07
2020-09-26,Uri,8.23
2020-09-26,Glarus,24.75
2020-09-26,Nidwalden,11.57
2020-09-26,Basel Land,12.84
2020-09-26,Fribourg/Freiburg,92.87
2020-09-26,Bern,54.40
2020-09-26,Ticino,16.13
2020-09-26,Jura,35.41
2020-09-26,Thurgau,25.32
2020-09-26,Appenzell Innerrhoden,61.94
2020-09-26,Schwyz,25.13
2020-09-26,St. Gallen,40.97
2020-09-26,Appenzell Ausserrhoden,47.07
2020-09-26,Vaud,191.96
2020-09-26,Genève,134.94
2020-09-26,Basel Stadt,20.54
2020-09-26,Liechtenstein,15.48
2020-09-26,Zug,29.17
2020-09-26,Luzern,22.95
2020-09-27,Basel Stadt,19.00
2020-09-27,Genève,132.94
2020-09-27,Neuchâtel,59.37
2020-09-27,Obwalden,29.07
2020-09-27,Uri,8.23
2020-09-27,Glarus,24.75
2020-09-27,Thurgau,26.77
2020-09-27,Luzern,22.46
2020-09-27,St. Gallen,40.58
2020-09-27,Appenzell Ausserrhoden,47.07
2020-09-27,Liechtenstein,15.48
2020-09-27,Graubünden/Grison,13.11
2020-09-27,Fribourg/Freiburg,88.17
2020-09-27,Basel Land,13.19
2020-09-27,Appenzell Innerrhoden,61.94
2020-09-27,Solothurn,37.34
2020-09-27,Ticino,16.13
2020-09-27,Zug,29.17
2020-09-27,Nidwalden,13.88
2020-09-27,Valais/Wallis,50.30
2020-09-27,Vaud,182.82
2020-09-27,Jura,36.78
2020-09-27,Schaffhausen,13.42
2020-09-27,Bern,53.72
2020-09-27,Zürich,50.95
2020-09-27,Schwyz,25.13
2020-09-27,Aargau,33.85
2020-09-28,Vaud,175.69
2020-09-28,Glarus,29.70
2020-09-28,Appenzell Innerrhoden,74.33
2020-09-28,Aargau,33.70
2020-09-28,Solothurn,38.80
2020-09-28,Luzern,21.97
2020-09-28,Valais/Wallis,49.13
2020-09-28,Liechtenstein,15.48
2020-09-28,Basel Stadt,19.00
2020-09-28,Appenzell Ausserrhoden,34.40
2020-09-28,St. Gallen,39.59
2020-09-28,Schwyz,21.99
2020-09-28,Thurgau,26.77
2020-09-28,Jura,39.50
2020-09-28,Graubünden/Grison,14.62
2020-09-28,Obwalden,34.35
2020-09-28,Fribourg/Freiburg,83.15
2020-09-28,Genève,129.94
2020-09-28,Zürich,50.95
2020-09-28,Neuchâtel,60.50
2020-09-28,Nidwalden,13.88
2020-09-28,Uri,5.49
2020-09-28,Schaffhausen,19.51
2020-09-28,Bern,54.69
2020-09-28,Basel Land,13.88
2020-09-28,Ticino,13.30
2020-09-28,Zug,22.08
2020-09-29,Schwyz,23.25
2020-09-29,Basel Stadt,17.46
2020-09-29,Appenzell Ausserrhoden,34.40
2020-09-29,Genève,128.73
2020-09-29,Nidwalden,16.20
2020-09-29,Basel Land,11.45
2020-09-29,Jura,43.59
2020-09-29,St. Gallen,40.77
2020-09-29,Graubünden/Grison,16.63
2020-09-29,Obwalden,37.00
2020-09-29,Aargau,31.08
2020-09-29,Glarus,32.18
2020-09-29,Thurgau,22.43
2020-09-29,Fribourg/Freiburg,79.70
2020-09-29,Liechtenstein,18.06
2020-09-29,Schaffhausen,19.51
2020-09-29,Zug,19.71
2020-09-29,Bern,54.40
2020-09-29,Zürich,51.61
2020-09-29,Appenzell Innerrhoden,74.33
2020-09-29,Ticino,14.15
2020-09-29,Uri,8.23
2020-09-29,Neuchâtel,61.63
2020-09-29,Luzern,21.00
2020-09-29,Solothurn,39.17
2020-09-29,Valais/Wallis,50.88
2020-09-29,Vaud,166.43
2020-09-30,Aargau,28.30
2020-09-30,Glarus,37.13
2020-09-30,Basel Stadt,19.51
2020-09-30,Nidwalden,20.82
2020-09-30,Appenzell Innerrhoden,74.33
2020-09-30,Uri,8.23
2020-09-30,Graubünden/Grison,20.16
2020-09-30,Zürich,56.35
2020-09-30,Vaud,158.42
2020-09-30,Appenzell Ausserrhoden,50.69
2020-09-30,Jura,43.59
2020-09-30,Solothurn,36.24
2020-09-30,Schaffhausen,23.17
2020-09-30,Ticino,14.15
2020-09-30,Basel Land,11.45
2020-09-30,Obwalden,37.00
2020-09-30,Thurgau,24.96
2020-09-30,Bern,53.53
2020-09-30,Luzern,22.95
2020-09-30,Liechtenstein,18.06
2020-09-30,Fribourg/Freiburg,75.93
2020-09-30,St. Gallen,39.79
2020-09-30,Zug,25.23
2020-09-30,Valais/Wallis,52.62
2020-09-30,Genève,126.33
2020-09-30,Neuchâtel,65.03
2020-09-30,Schwyz,27.02
2020-10-01,Basel Land,11.80
2020-10-01,Fribourg/Freiburg,78.13
2020-10-01,Luzern,22.22
2020-10-01,St. Gallen,42.94
2020-10-01,Thurgau,22.79
2020-10-01,Jura,50.40
2020-10-01,Vaud,149.66
2020-10-01,Aargau,27.43
2020-10-01,Genève,129.94
2020-10-01,Ticino,13.30
2020-10-01,Schaffhausen,26.83
2020-10-01,Zug,29.17
2020-10-01,Schwyz,30.79
2020-10-01,Solothurn,37.34
2020-10-01,Glarus,39.60
2020-10-01,Basel Stadt,19.51
2020-10-01,Valais/Wallis,50.01
2020-10-01,Uri,10.98
2020-10-01,Obwalden,34.35
2020-10-01,Bern,54.40
2020-10-01,Appenzell Innerrhoden,61.94
2020-10-01,Nidwalden,27.76
2020-10-01,Graubünden/Grison,23.69
2020-10-01,Zürich,57.13
2020-10-01,Neuchâtel,76.90
2020-10-01,Liechtenstein,18.06
2020-10-01,Appenzell Ausserrhoden,39.83
2020-10-02,Glarus,34.65
2020-10-02,Basel Land,13.19
2020-10-02,Zürich,60.49
2020-10-02,Zug,28.38
2020-10-02,Vaud,146.41
2020-10-02,Valais/Wallis,55.53
2020-10-02,Obwalden,37.00
2020-10-02,Basel Stadt,19.00
2020-10-02,Luzern,22.22
2020-10-02,Fribourg/Freiburg,77.50
2020-10-02,Ticino,15.00
2020-10-02,St. Gallen,44.71
2020-10-02,Bern,54.78
2020-10-02,Uri,19.21
2020-10-02,Genève,129.94
2020-10-02,Thurgau,23.51
2020-10-02,Schwyz,36.44
2020-10-02,Appenzell Innerrhoden,68.13
2020-10-02,Schaffhausen,29.27
2020-10-02,Neuchâtel,80.29
2020-10-02,Aargau,25.68
2020-10-02,Nidwalden,32.39
2020-10-02,Graubünden/Grison,29.24
2020-10-02,Appenzell Ausserrhoden,48.88
2020-10-02,Solothurn,36.97
2020-10-02,Jura,47.67
2020-10-02,Liechtenstein,20.65
2020-10-03,Zürich,64.17
2020-10-03,Schaffhausen,29.27
2020-10-03,Nidwalden,37.02
2020-10-03,Thurgau,27.13
2020-10-03,St. Gallen,47.86
2020-10-03,Glarus,34.65
2020-10-03,Neuchâtel,77.47
2020-10-03,Ticino,15.00
2020-10-03,Bern,53.62
2020-10-03,Aargau,27.43
2020-10-03,Uri,19.21
2020-10-03,Obwalden,37.00
2020-10-03,Genève,133.74
2020-10-03,Basel Land,15.62
2020-10-03,Solothurn,36.97
2020-10-03,Jura,54.48
2020-10-03,Zug,41.79
2020-10-03,Vaud,148.66
2020-10-03,Fribourg/Freiburg,73.42
2020-10-03,Luzern,22.71
2020-10-03,Appenzell Innerrhoden,68.13
2020-10-03,Appenzell Ausserrhoden,48.88
2020-10-03,Graubünden/Grison,29.24
2020-10-03,Liechtenstein,25.81
2020-10-03,Basel Stadt,24.64
2020-10-03,Schwyz,45.24
2020-10-03,Valais/Wallis,59.02
2020-10-04,Liechtenstein,33.55
2020-10-04,Basel Land,17.70
2020-10-04,Schaffhausen,29.27
2020-10-04,Luzern,22.71
2020-10-04,Aargau,26.84
2020-10-04,Genève,136.14
2020-10-04,Zürich,73.77
2020-10-04,Ticino,15.00
2020-10-04,Vaud,151.66
2020-10-04,Schwyz,45.24
2020-10-04,Zug,55.19
2020-10-04,Jura,54.48
2020-10-04,Valais/Wallis,61.93
2020-10-04,Uri,19.21
2020-10-04,Neuchâtel,82.56
2020-10-04,Nidwalden,41.64
2020-10-04,Fribourg/Freiburg,76.56
2020-10-04,Solothurn,36.97
2020-10-04,Thurgau,29.66
2020-10-04,Basel Stadt,27.21
2020-10-04,Glarus,34.65
2020-10-04,Obwalden,37.00
2020-10-04,Bern,55.07
2020-10-04,Appenzell Ausserrhoden,48.88
2020-10-04,Graubünden/Grison,29.24
2020-10-04,Appenzell Innerrhoden,68.13
2020-10-04,St. Gallen,48.06
2020-10-05,Fribourg/Freiburg,77.81
2020-10-05,Liechtenstein,33.55
2020-10-05,Schwyz,57.17
2020-10-05,Zürich,73.83
2020-10-05,Bern,56.04
2020-10-05,Thurgau,32.19
2020-10-05,Basel Land,18.05
2020-10-05,Valais/Wallis,67.45
2020-10-05,Jura,64.02
2020-10-05,Ticino,18.11
2020-10-05,Genève,144.95
2020-10-05,Nidwalden,46.27
2020-10-05,Appenzell Ausserrhoden,65.18
2020-10-05,Schaffhausen,34.15
2020-10-05,Vaud,156.67
2020-10-05,Appenzell Innerrhoden,61.94
2020-10-05,Basel Stadt,29.27
2020-10-05,Glarus,44.55
2020-10-05,Solothurn,38.80
2020-10-05,Obwalden,34.35
2020-10-05,Aargau,27.72
2020-10-05,Neuchâtel,102.91
2020-10-05,Luzern,24.17
2020-10-05,Zug,54.40
2020-10-05,Uri,30.19
2020-10-05,Graubünden/Grison,32.26
2020-10-05,St. Gallen,57.71
2020-10-06,Schwyz,78.53
2020-10-06,Liechtenstein,38.71
2020-10-06,Aargau,30.93
2020-10-06,Solothurn,38.43
2020-10-06,Luzern,27.59
2020-10-06,Basel Land,21.17
2020-10-06,Nidwalden,67.09
2020-10-06,Obwalden,42.28
2020-10-06,Vaud,158.92
2020-10-06,Jura,89.89
2020-10-06,Schaffhausen,37.81
2020-10-06,Zürich,81.46
2020-10-06,Glarus,42.08
2020-10-06,Bern,59.90
2020-10-06,Genève,158.36
2020-10-06,Appenzell Innerrhoden,61.94
2020-10-06,Zug,73.32
2020-10-06,St. Gallen,64.61
2020-10-06,Appenzell Ausserrhoden,65.18
2020-10-06,Fribourg/Freiburg,80.32
2020-10-06,Valais/Wallis,81.12
2020-10-06,Basel Stadt,30.81
2020-10-06,Neuchâtel,123.83
2020-10-06,Ticino,22.07
2020-10-06,Uri,27.45
2020-10-06,Graubünden/Grison,43.35
2020-10-06,Thurgau,40.51
2020-10-07,Vaud,168.05
2020-10-07,Bern,64.64
2020-10-07,Zürich,89.55
2020-10-07,Luzern,35.16
2020-10-07,Aargau,36.77
2020-10-07,Appenzell Ausserrhoden,65.18
2020-10-07,Neuchâtel,145.89
2020-10-07,Valais/Wallis,105.83
2020-10-07,Fribourg/Freiburg,90.68
2020-10-07,Schwyz,99.27
2020-10-07,Jura,110.33
2020-10-07,Ticino,31.41
2020-10-07,Thurgau,47.38
2020-10-07,Solothurn,45.39
2020-10-07,Schaffhausen,42.69
2020-10-07,Zug,89.09
2020-10-07,Liechtenstein,38.71
2020-10-07,Glarus,37.13
2020-10-07,St. Gallen,77.80
2020-10-07,Uri,65.87
2020-10-07,Basel Land,25.34
2020-10-07,Obwalden,73.99
2020-10-07,Nidwalden,80.98
2020-10-07,Genève,171.18
2020-10-07,Basel Stadt,37.99
2020-10-07,Appenzell Innerrhoden,49.55
2020-10-07,Graubünden/Grison,49.90
2020-10-08,Aargau,43.77
2020-10-08,Glarus,47.03
2020-10-08,Appenzell Ausserrhoden,95.96
2020-10-08,Graubünden/Grison,59.99
2020-10-08,Appenzell Innerrhoden,68.13
2020-10-08,Obwalden,81.92
2020-10-08,Basel Land,29.15
2020-10-08,Nidwalden,99.48
2020-10-08,Zug,110.38
2020-10-08,Jura,151.19
2020-10-08,Thurgau,58.96
2020-10-08,Genève,194.20
2020-10-08,Neuchâtel,173.59
2020-10-08,Bern,68.60
2020-10-08,Schwyz,129.43
2020-10-08,Luzern,45.17
2020-10-08,Ticino,42.17
2020-10-08,Zürich,95.33
2020-10-08,Liechtenstein,51.61
2020-10-08,Solothurn,41.00
2020-10-08,Basel Stadt,44.16
2020-10-08,St. Gallen,89.03
2020-10-08,Valais/Wallis,129.09
2020-10-08,Vaud,182.57
2020-10-08,Fribourg/Freiburg,103.54
2020-10-08,Uri,71.36
2020-10-08,Schaffhausen,47.57
2020-10-09,Uri,87.83
2020-10-09,Schwyz,172.15
2020-10-09,Schaffhausen,58.54
2020-10-09,Solothurn,36.24
2020-10-09,St. Gallen,106.36
2020-10-09,Thurgau,70.17
2020-10-09,Obwalden,108.35
2020-10-09,Appenzell Ausserrhoden,95.96
2020-10-09,Luzern,58.36
2020-10-09,Neuchâtel,203.00
2020-10-09,Fribourg/Freiburg,122.68
2020-10-09,Valais/Wallis,167.75
2020-10-09,Jura,174.34
2020-10-09,Aargau,50.63
2020-10-09,Zug,127.72
2020-10-09,Basel Stadt,50.83
2020-10-09,Bern,74.69
2020-10-09,Glarus,47.03
2020-10-09,Liechtenstein,56.78
2020-10-09,Basel Land,33.32
2020-10-09,Nidwalden,117.99
2020-10-09,Vaud,198.34
2020-10-09,Genève,219.43
2020-10-09,Appenzell Innerrhoden,99.10
2020-10-09,Graubünden/Grison,72.59
2020-10-09,Ticino,52.07
2020-10-09,Zürich,106.45
2020-10-10,Schwyz,196.65
2020-10-10,Appenzell Ausserrhoden,95.96
2020-10-10,Glarus,47.03
2020-10-10,Jura,207.03
2020-10-10,Basel Land,38.52
2020-10-10,Neuchâtel,220.53
2020-10-10,Luzern,68.85
2020-10-10,Zug,149.80
2020-10-10,Zürich,119.13
2020-10-10,Obwalden,108.35
2020-10-10,Nidwalden,127.25
2020-10-10,Genève,247.86
2020-10-10,Appenzell Innerrhoden,99.10
2020-10-10,Bern,81.64
2020-10-10,Solothurn,36.24
2020-10-10,Uri,87.83
2020-10-10,Aargau,58.94
2020-10-10,Schaffhausen,58.54
2020-10-10,Thurgau,69.45
2020-10-10,Valais/Wallis,189.85
2020-10-10,Ticino,52.07
2020-10-10,Basel Stadt,54.94
2020-10-10,Liechtenstein,69.68
2020-10-10,St. Gallen,113.26
2020-10-10,Graubünden/Grison,85.19
2020-10-10,Fribourg/Freiburg,162.21
2020-10-10,Vaud,216.36
2020-10-11,Basel Stadt,61.10
2020-10-11,Nidwalden,136.50
2020-10-11,Basel Land,42.34
2020-10-11,Genève,261.07
2020-10-11,Glarus,47.03
2020-10-11,Obwalden,108.35
2020-10-11,Appenzell Innerrhoden,99.10
2020-10-11,Neuchâtel,240.88
2020-10-11,Aargau,61.71
2020-10-11,Ticino,52.07
2020-10-11,Jura,227.46
2020-10-11,Vaud,230.75
2020-10-11,Luzern,74.23
2020-10-11,Uri,87.83
2020-10-11,Valais/Wallis,210.78
2020-10-11,Bern,91.21
2020-10-11,Schwyz,196.65
2020-10-11,Solothurn,36.24
2020-10-11,Graubünden/Grison,92.75
2020-10-11,Zug,183.70
2020-10-11,Appenzell Ausserrhoden,95.96
2020-10-11,Liechtenstein,80.00
2020-10-11,Schaffhausen,58.54
2020-10-11,Thurgau,73.06
2020-10-11,Zürich,130.84
2020-10-11,Fribourg/Freiburg,177.59
2020-10-11,St. Gallen,118.18
2020-10-12,Solothurn,61.49
2020-10-12,Nidwalden,152.70
2020-10-12,Jura,247.89
2020-10-12,Liechtenstein,82.58
2020-10-12,Genève,291.90
2020-10-12,Thurgau,75.23
2020-10-12,Fribourg/Freiburg,205.20
2020-10-12,Basel Land,48.24
2020-10-12,St. Gallen,151.86
2020-10-12,Bern,94.78
2020-10-12,Glarus,74.25
2020-10-12,Graubünden/Grison,100.82
2020-10-12,Zürich,140.96
2020-10-12,Appenzell Innerrhoden,210.59
2020-10-12,Uri,112.54
2020-10-12,Ticino,76.41
2020-10-12,Luzern,85.21
2020-10-12,Appenzell Ausserrhoden,86.90
2020-10-12,Obwalden,126.85
2020-10-12,Schwyz,253.82
2020-10-12,Vaud,253.52
2020-10-12,Basel Stadt,77.53
2020-10-12,Zug,187.64
2020-10-12,Valais/Wallis,273.00
2020-10-12,Schaffhausen,63.42
2020-10-12,Aargau,67.40
2020-10-12,Neuchâtel,278.77
2020-10-13,Basel Land,65.59
2020-10-13,Basel Stadt,87.80
2020-10-13,Fribourg/Freiburg,234.38
2020-10-13,Appenzell Ausserrhoden,139.41
2020-10-13,Uri,115.28
2020-10-13,Valais/Wallis,333.76
2020-10-13,Zürich,152.07
2020-10-13,Thurgau,90.06
2020-10-13,Zug,210.51
2020-10-13,Luzern,103.53
2020-10-13,Bern,106.86
2020-10-13,Ticino,88.30
2020-10-13,St. Gallen,177.07
2020-10-13,Schwyz,286.50
2020-10-13,Genève,342.36
2020-10-13,Nidwalden,171.21
2020-10-13,Vaud,280.93
2020-10-13,Obwalden,129.49
2020-10-13,Aargau,84.91
2020-10-13,Appenzell Innerrhoden,272.53
2020-10-13,Schaffhausen,71.96
2020-10-13,Liechtenstein,134.20
2020-10-13,Jura,314.63
2020-10-13,Glarus,91.58
2020-10-13,Neuchâtel,309.87
2020-10-13,Solothurn,66.99
2020-10-13,Graubünden/Grison,116.95
2020-10-14,Jura,389.54
2020-10-14,Appenzell Ausserrhoden,123.11
2020-10-14,Vaud,311.08
2020-10-14,Aargau,103.00
2020-10-14,Graubünden/Grison,127.03
2020-10-14,Neuchâtel,349.45
2020-10-14,Basel Stadt,100.12
2020-10-14,Appenzell Innerrhoden,322.08
2020-10-14,Zug,240.47
2020-10-14,Schaffhausen,80.50
2020-10-14,Basel Land,74.62
2020-10-14,Uri,139.98
2020-10-14,Nidwalden,196.65
2020-10-14,Bern,130.53
2020-10-14,Obwalden,179.70
2020-10-14,Fribourg/Freiburg,272.66
2020-10-14,Valais/Wallis,413.14
2020-10-14,Zürich,158.19
2020-10-14,Luzern,122.82
2020-10-14,Liechtenstein,152.26
2020-10-14,Solothurn,76.87
2020-10-14,Schwyz,338.64
2020-10-14,Ticino,115.47
2020-10-14,Thurgau,106.70
2020-10-14,Glarus,113.85
2020-10-14,Genève,385.00
2020-10-14,St. Gallen,210.16
2020-10-15,Aargau,122.11
2020-10-15,Appenzell Ausserrhoden,123.11
2020-10-15,Glarus,133.65
2020-10-15,Neuchâtel,389.60
2020-10-15,Jura,479.44
2020-10-15,Zug,272.00
2020-10-15,Bern,149.76
2020-10-15,Graubünden/Grison,143.16
2020-10-15,Basel Land,93.01
2020-10-15,Uri,137.24
2020-10-15,Vaud,356.01
2020-10-15,Valais/Wallis,498.90
2020-10-15,Nidwalden,203.60
2020-10-15,Genève,423.04
2020-10-15,Obwalden,221.98
2020-10-15,Zürich,174.17
2020-10-15,Schaffhausen,79.28
2020-10-15,St. Gallen,235.77
2020-10-15,Fribourg/Freiburg,312.82
2020-10-15,Solothurn,85.65
2020-10-15,Appenzell Innerrhoden,390.21
2020-10-15,Liechtenstein,188.39
2020-10-15,Thurgau,131.66
2020-10-15,Schwyz,407.75
2020-10-15,Basel Stadt,103.20
2020-10-15,Ticino,136.41
2020-10-15,Luzern,152.12
2020-10-16,Liechtenstein,185.81
2020-10-16,Basel Stadt,113.98
